Year;pop;ISO3166_alpha3;ISO3166_numeric;Region;SubRegion;OPEC;EU;OECD;co2_mtco2;coalprod_mtoe;gasprod_mtoe;oilprod_mt
1973;9.946376;CZE;203;Europe;Europe;0;1;1;180.6282719;;;
1974;10.007469;CZE;203;Europe;Europe;0;1;1;181.3659917;;;
1975;10.070144;CZE;203;Europe;Europe;0;1;1;188.1274053;;;
1976;10.134717;CZE;203;Europe;Europe;0;1;1;193.7036038;;;
1977;10.200921;CZE;203;Europe;Europe;0;1;1;199.1912711;;;
1978;10.263109;CZE;203;Europe;Europe;0;1;1;201.4917056;;;
1979;10.314154;CZE;203;Europe;Europe;0;1;1;202.5633459;;;
1980;10.349271;CZE;203;Europe;Europe;0;1;1;195.4711263;;;
1981;10.365718;CZE;203;Europe;Europe;0;1;1;194.6295983;42.667325;;
1982;10.365453;CZE;203;Europe;Europe;0;1;1;191.928386;43.116595;;
1983;10.354307;CZE;203;Europe;Europe;0;1;1;191.6981239;43.8195;;
1984;10.340848;CZE;203;Europe;Europe;0;1;1;196.0662984;44.46493;;
1985;10.33137;CZE;203;Europe;Europe;0;1;1;194.2112939;43.92091;;
1986;10.327528;CZE;203;Europe;Europe;0;1;1;192.1765651;43.82894;;
1987;10.327732;CZE;203;Europe;Europe;0;1;1;190.8154615;43.585895;;
1988;10.331215;CZE;203;Europe;Europe;0;1;1;191.2481602;42.54355;;
1989;10.33617;CZE;203;Europe;Europe;0;1;1;185.1341451;40.734375;;
1990;10.341169;CZE;203;Europe;Europe;0;1;1;155.3293735;36.29049782;;
1991;10.34675;CZE;203;Europe;Europe;0;1;1;143.2104594;33.91552306;;
1992;10.353318;CZE;203;Europe;Europe;0;1;1;136.6369053;31.4169154;;
1993;10.358972;CZE;203;Europe;Europe;0;1;1;134.0896746;30.75639025;;
1994;10.361242;CZE;203;Europe;Europe;0;1;1;128.6397963;28.10337;;
1995;10.358456;CZE;203;Europe;Europe;0;1;1;130.4257031;27.22660241;;
1996;10.35057;CZE;203;Europe;Europe;0;1;1;133.2109989;27.55231977;;
1997;10.338593;CZE;203;Europe;Europe;0;1;1;127.2943368;27.96877516;;
1998;10.323488;CZE;203;Europe;Europe;0;1;1;121.5546719;26.10133;;
1999;10.306645;CZE;203;Europe;Europe;0;1;1;113.8602734;23.13349;;
2000;10.289594;CZE;203;Europe;Europe;0;1;1;124.0044334;25.0486;;
2001;10.271204;CZE;203;Europe;Europe;0;1;1;124.8315411;25.347075;;
2002;10.252439;CZE;203;Europe;Europe;0;1;1;121.0293319;24.254859;;
2003;10.239277;CZE;203;Europe;Europe;0;1;1;124.2436864;24.385213;;
2004;10.239536;CZE;203;Europe;Europe;0;1;1;125.0318854;23.40751654;;
2005;10.258176;CZE;203;Europe;Europe;0;1;1;123.4596982;23.569974;;
2006;10.298288;CZE;203;Europe;Europe;0;1;1;125.3530103;23.861561;;
2007;10.356586;CZE;203;Europe;Europe;0;1;1;124.8571871;23.804004;;
2008;10.423794;CZE;203;Europe;Europe;0;1;1;119.9769057;22.785188;;
2009;10.486845;CZE;203;Europe;Europe;0;1;1;113.3211399;20.853307;;
2010;10.536286;CZE;203;Europe;Europe;0;1;1;116.3054228;20.83772;;
2011;10.568715;CZE;203;Europe;Europe;0;1;1;112.8107525;21.014948;;
2012;10.586755;CZE;203;Europe;Europe;0;1;1;108.9810118;20.284083;;
2013;10.594481;CZE;203;Europe;Europe;0;1;1;104.8137925;17.778014;;
2014;10.598526;CZE;203;Europe;Europe;0;1;1;101.7064416;16.994788;;
2015;10.603762;CZE;203;Europe;Europe;0;1;1;102.8986517;16.9179;;
2016;10.610947;CZE;203;Europe;Europe;0;1;1;104.8582095;16.109688;;
2017;10.618303;CZE;203;Europe;Europe;0;1;1;103.003372;15.28239;;
2018;10.62525;CZE;203;Europe;Europe;0;1;1;103.2474039;14.64227991;;
1995;41.595744;COD;180;Africa;Middle Africa;0;0;0;;;;
1996;42.770544;COD;180;Africa;Middle Africa;0;0;0;;;;
1997;43.830146;COD;180;Africa;Middle Africa;0;0;0;;;;
1998;44.840529;COD;180;Africa;Middle Africa;0;0;0;;;;
1999;45.898667;COD;180;Africa;Middle Africa;0;0;0;;;;
2000;47.076387;COD;180;Africa;Middle Africa;0;0;0;;;;
2001;48.394338;COD;180;Africa;Middle Africa;0;0;0;;;;
2002;49.835756;COD;180;Africa;Middle Africa;0;0;0;;;;
2003;51.390033;COD;180;Africa;Middle Africa;0;0;0;;;;
2004;53.034217;COD;180;Africa;Middle Africa;0;0;0;;;;
2005;54.751476;COD;180;Africa;Middle Africa;0;0;0;;;;
2006;56.543011;COD;180;Africa;Middle Africa;0;0;0;;;;
2007;58.417562;COD;180;Africa;Middle Africa;0;0;0;;;;
2008;60.373608;COD;180;Africa;Middle Africa;0;0;0;;;;
2009;62.409435;COD;180;Africa;Middle Africa;0;0;0;;;;
2010;64.523263;COD;180;Africa;Middle Africa;0;0;0;;;;
2011;66.713597;COD;180;Africa;Middle Africa;0;0;0;;;;
2012;68.978682;COD;180;Africa;Middle Africa;0;0;0;;;;
2013;71.316033;COD;180;Africa;Middle Africa;0;0;0;;;;
2014;73.72286;COD;180;Africa;Middle Africa;0;0;0;;;;
2015;76.196619;COD;180;Africa;Middle Africa;0;0;0;;;;
2016;78.736153;COD;180;Africa;Middle Africa;0;0;0;;;;
2017;81.339988;COD;180;Africa;Middle Africa;0;0;0;;;;
2018;84.004989;COD;180;Africa;Middle Africa;0;0;0;;;;
1965;4.76046;DNK;208;Europe;Europe;0;1;1;47.70917456;;;
1966;4.796487;DNK;208;Europe;Europe;0;1;1;54.28165636;;;
1967;4.831752;DNK;208;Europe;Europe;0;1;1;54.01827506;;;
1968;4.866068;DNK;208;Europe;Europe;0;1;1;56.09466989;;;
1969;4.899291;DNK;208;Europe;Europe;0;1;1;63.90701054;;;
1970;4.931241;DNK;208;Europe;Europe;0;1;1;67.53165856;;0;
1971;4.961762;DNK;208;Europe;Europe;0;1;1;63.16191092;;0;
1972;4.990546;DNK;208;Europe;Europe;0;1;1;66.63602745;;0;0.097730307
1973;5.017248;DNK;208;Europe;Europe;0;1;1;64.98134499;;0;0.146194927
1974;5.041419;DNK;208;Europe;Europe;0;1;1;59.20479521;;0;0.097463284
1975;5.062729;DNK;208;Europe;Europe;0;1;1;56.42351873;;0;0.146194927
1976;5.081267;DNK;208;Europe;Europe;0;1;1;62.48924089;;0;0.195460614
1977;5.097045;DNK;208;Europe;Europe;0;1;1;63.89860947;;0;0.487316422
1978;5.10969;DNK;208;Europe;Europe;0;1;1;65.65844376;;0;0.389853138
1979;5.118707;DNK;208;Europe;Europe;0;1;1;66.2423531;;0;0.389853138
1980;5.123945;DNK;208;Europe;Europe;0;1;1;66.17768198;;0;0.293190921
1981;5.125298;DNK;208;Europe;Europe;0;1;1;58.92065794;;0;0.730974633
1982;5.123349;DNK;208;Europe;Europe;0;1;1;57.39761356;;0;1.656875834
1983;5.119607;DNK;208;Europe;Europe;0;1;1;54.39306318;;0;2.095460614
1984;5.116058;DNK;208;Europe;Europe;0;1;1;55.30668213;;0.207962167;2.296662216
1985;5.114243;DNK;208;Europe;Europe;0;1;1;62.6698058;;1.005748065;2.923898531
1986;5.114657;DNK;208;Europe;Europe;0;1;1;63.61741905;;1.705827601;3.606141522
1987;5.117277;DNK;208;Europe;Europe;0;1;1;60.97783778;;2.174190671;4.532042724
1988;5.122441;DNK;208;Europe;Europe;0;1;1;59.66383552;;2.147299011;4.69105474
1989;5.130361;DNK;208;Europe;Europe;0;1;1;53.9845021;;2.753705933;5.457943925
1990;5.141115;DNK;208;Europe;Europe;0;1;1;55.84633941;;2.811971195;5.896528705
1991;5.154908;DNK;208;Europe;Europe;0;1;1;65.52153282;;3.532952166;6.919893191
1992;5.17165;DNK;208;Europe;Europe;0;1;1;59.9940064;;3.680051217;7.671829105
1993;5.190742;DNK;208;Europe;Europe;0;1;1;63.37545635;;4.037222806;8.186915888
1994;5.211334;DNK;208;Europe;Europe;0;1;1;68.18923401;;4.37434739;9.015353805
1995;5.232704;DNK;208;Europe;Europe;0;1;1;65.38009887;;4.73646181;9.064085447
1996;5.25486;DNK;208;Europe;Europe;0;1;1;79.07781211;;5.755393146;10.16395194
1997;5.277711;DNK;208;Europe;Europe;0;1;1;69.16585486;;7.045496556;11.2082777
1998;5.300379;DNK;208;Europe;Europe;0;1;1;64.8615237;;6.781341181;11.59813084
1999;5.321774;DNK;208;Europe;Europe;0;1;1;61.49523122;;6.951850741;14.57076101
2000;5.341194;DNK;208;Europe;Europe;0;1;1;57.52517808;;7.308242751;17.73805073
2001;5.358062;DNK;208;Europe;Europe;0;1;1;57.67969596;;7.513628593;16.95861148
2002;5.372801;DNK;208;Europe;Europe;0;1;1;56.79137194;;7.603017704;18.07943925
2003;5.386968;DNK;208;Europe;Europe;0;1;1;61.99009643;;7.202539787;17.93324433
2004;5.402761;DNK;208;Europe;Europe;0;1;1;56.01021717;;8.491686006;19.05740988
2005;5.421702;DNK;208;Europe;Europe;0;1;1;53.27899657;;9.383499044;18.51683
2006;5.444303;DNK;208;Europe;Europe;0;1;1;61.67872043;;9.323266573;16.83866
2007;5.469957;DNK;208;Europe;Europe;0;1;1;56.84938203;;8.267558529;15.168849
2008;5.497795;DNK;208;Europe;Europe;0;1;1;54.16289942;;9.019875857;14.035467
2009;5.526447;DNK;208;Europe;Europe;0;1;1;50.56304282;;7.529451358;12.902931
2010;5.554844;DNK;208;Europe;Europe;0;1;1;51.30773071;;7.339586214;12.156576
2011;5.582873;DNK;208;Europe;Europe;0;1;1;46.41443039;;5.896064438;10.94062
2012;5.61066;DNK;208;Europe;Europe;0;1;1;40.96279655;;5.15150039;9.979991
2013;5.637817;DNK;208;Europe;Europe;0;1;1;43.43099745;;4.276513677;8.682906
2014;5.663914;DNK;208;Europe;Europe;0;1;1;40.09005745;;4.127819715;8.130409
2015;5.688695;DNK;208;Europe;Europe;0;1;1;36.80084634;;4.121707018;7.689812
2016;5.71187;DNK;208;Europe;Europe;0;1;1;37.97839294;;4.041360834;6.924374
2017;5.733551;DNK;208;Europe;Europe;0;1;1;35.48304004;;4.342243016;6.736967
2018;5.754356;DNK;208;Europe;Europe;0;1;1;35.66194833;;3.691110387;5.665787
1965;5.250119;ECU;218;S. & Cent. America;South America;1;0;0;2.06851262;;;0.428781204
1966;5.405685;ECU;218;S. & Cent. America;South America;1;0;0;2.150559379;;;0.375183554
1967;5.566057;ECU;218;S. & Cent. America;South America;1;0;0;2.312434258;;;0.321585903
1968;5.730906;ECU;218;S. & Cent. America;South America;1;0;0;2.763360844;;;0.268722467
1969;5.899845;ECU;218;S. & Cent. America;South America;1;0;0;2.931986659;;;0.214390602
1970;6.072527;ECU;218;S. & Cent. America;South America;1;0;0;3.480899898;;;0.214390602
1971;6.248835;ECU;218;S. & Cent. America;South America;1;0;0;3.802886914;;;0.214390602
1972;6.428711;ECU;218;S. & Cent. America;South America;1;0;0;3.839428403;;;4.192070485
1973;6.611916;ECU;218;S. & Cent. America;South America;1;0;0;4.320807513;;;11.20190896
1974;6.798206;ECU;218;S. & Cent. America;South America;1;0;0;4.810389171;;;9.486784141
1975;6.987391;ECU;218;S. & Cent. America;South America;1;0;0;4.833906421;;;8.629221733
1976;7.179399;ECU;218;S. & Cent. America;South America;1;0;0;5.62021789;;;10.10396476
1977;7.374234;ECU;218;S. & Cent. America;South America;1;0;0;6.80158867;;;9.839835561
1978;7.571959;ECU;218;S. & Cent. America;South America;1;0;0;6.931361159;;;10.88965644
1979;7.772653;ECU;218;S. & Cent. America;South America;1;0;0;7.310104592;;;11.53282824
1980;7.976445;ECU;218;S. & Cent. America;South America;1;0;0;9.148146242;;;11.0269801
1981;8.183194;ECU;218;S. & Cent. America;South America;1;0;0;10.02904063;;;11.37203529
1982;8.39294;ECU;218;S. & Cent. America;South America;1;0;0;10.92204204;;;11.37203529
1983;8.606213;ECU;218;S. & Cent. America;South America;1;0;0;10.06015758;;;12.81917186
1984;8.823751;ECU;218;S. & Cent. America;South America;1;0;0;10.59784049;;;13.94358997
1985;9.045979;ECU;218;S. & Cent. America;South America;1;0;0;12.81931095;;;15.22330186
1986;9.272906;ECU;218;S. & Cent. America;South America;1;0;0;13.00280951;;;15.86647367
1987;9.504129;ECU;218;S. & Cent. America;South America;1;0;0;13.06383058;;;9.388922224
1988;9.739176;ECU;218;S. & Cent. America;South America;1;0;0;12.56556768;;;16.50113289
1989;9.977377;ECU;218;S. & Cent. America;South America;1;0;0;12.95100102;;;15.24039951
1990;10.218091;ECU;218;S. & Cent. America;South America;1;0;0;13.16906642;;;15.52275563
1991;10.46099;ECU;218;S. & Cent. America;South America;1;0;0;15.01000915;;;16.30458826
1992;10.705667;ECU;218;S. & Cent. America;South America;1;0;0;14.57564874;;;17.45569995
1993;10.951202;ECU;218;S. & Cent. America;South America;1;0;0;15.25638732;;;18.72581591
1994;11.196479;ECU;218;S. & Cent. America;South America;1;0;0;16.45996828;;;20.60173368
1995;11.440583;ECU;218;S. & Cent. America;South America;1;0;0;15.9383837;;;20.99904937
1996;11.683479;ECU;218;S. & Cent. America;South America;1;0;0;17.96581188;;;20.92689926
1997;11.924993;ECU;218;S. & Cent. America;South America;1;0;0;20.51778503;;;21.08411254
1998;12.163885;ECU;218;S. & Cent. America;South America;1;0;0;20.86550577;;;20.44094073
1999;12.398691;ECU;218;S. & Cent. America;South America;1;0;0;18.95484358;;;20.33374543
2000;12.628596;ECU;218;S. & Cent. America;South America;1;0;0;20.25884157;;;21.59245253
2001;12.852755;ECU;218;S. & Cent. America;South America;1;0;0;20.86717588;;;21.90864031
2002;13.07206;ECU;218;S. & Cent. America;South America;1;0;0;20.27357667;;;21.07321004
2003;13.289601;ECU;218;S. & Cent. America;South America;1;0;0;20.37130369;;;22.46674895
2004;13.509647;ECU;218;S. & Cent. America;South America;1;0;0;23.08998028;;;28.33270697
2005;13.735233;ECU;218;S. & Cent. America;South America;1;0;0;25.22107608;;;28.57688111
2006;13.96748;ECU;218;S. & Cent. America;South America;1;0;0;26.71273938;;;28.77409996
2007;14.205453;ECU;218;S. & Cent. America;South America;1;0;0;26.99141098;;;27.45605103
2008;14.447562;ECU;218;S. & Cent. America;South America;1;0;0;27.46861879;;;27.18894779
2009;14.691275;ECU;218;S. & Cent. America;South America;1;0;0;27.8880945;;;26.11491341
2010;14.93469;ECU;218;S. & Cent. America;South America;1;0;0;32.13152815;;;26.11605272
2011;15.177355;ECU;218;S. & Cent. America;South America;1;0;0;32.91149271;;;26.80928055
2012;15.419666;ECU;218;S. & Cent. America;South America;1;0;0;34.29211174;;;27.09811355
2013;15.661547;ECU;218;S. & Cent. America;South America;1;0;0;36.55795869;;;28.2427797
2014;15.903112;ECU;218;S. & Cent. America;South America;1;0;0;38.47709279;;;29.82998158
2015;16.144368;ECU;218;S. & Cent. America;South America;1;0;0;37.58324434;;;29.10860853
2016;16.385068;ECU;218;S. & Cent. America;South America;1;0;0;35.45281911;;;29.47304123
2017;16.624858;ECU;218;S. & Cent. America;South America;1;0;0;34.36813767;;;28.4771056
2018;16.863425;ECU;218;S. & Cent. America;South America;1;0;0;37.06608105;;;27.72235117
1965;30.875964;EGY;818;Africa;Northern Africa;0;0;0;22.90155826;;;6.478
1966;31.697616;EGY;818;Africa;Northern Africa;0;0;0;24.02528581;;;6.257
1967;32.534021;EGY;818;Africa;Northern Africa;0;0;0;20.12455718;;;5.581
1968;33.377259;EGY;818;Africa;Northern Africa;0;0;0;21.06265351;;;8.577
1969;34.216826;EGY;818;Africa;Northern Africa;0;0;0;15.88050104;;;12.295
1970;35.046273;EGY;818;Africa;Northern Africa;0;0;0;20.20058905;;0.070346088;16.404
1971;35.863382;EGY;818;Africa;Northern Africa;0;0;0;20.49243834;;0.070346088;14.952
1972;36.673642;EGY;818;Africa;Northern Africa;0;0;0;23.13213587;;0.058759673;paü.72
1973;37.488067;EGY;818;Africa;Northern Africa;0;0;0;21.60422878;;0.047173259;8.479
1974;38.322022;EGY;818;Africa;Northern Africa;0;0;0;24.65927339;;0.049656062;7.453
1975;39.187702;EGY;818;Africa;Northern Africa;0;0;0;27.57347722;;0.041380052;11.734
1976;40.089032;EGY;818;Africa;Northern Africa;0;0;0;32.50625674;;0.314488392;16.61
1977;41.026477;EGY;818;Africa;Northern Africa;0;0;0;34.84863611;;0.380696475;20.wrz
1978;42.004655;EGY;818;Africa;Northern Africa;0;0;0;36.3230688;;0.612424764;25.19
1979;43.027816;EGY;818;Africa;Northern Africa;0;0;0;40.10947317;;0.926913156;26.14
1980;44.099142;EGY;818;Africa;Northern Africa;0;0;0;45.67813525;;1.804170249;29.78
1981;45.216506;EGY;818;Africa;Northern Africa;0;0;0;52.51593223;;2.019346518;32.152
1982;46.37962;EGY;818;Africa;Northern Africa;0;0;0;59.05096521;;2.209694755;33.314
1983;47.594556;EGY;818;Africa;Northern Africa;0;0;0;64.8778569;;2.59039123;36.43
1984;48.868951;EGY;818;Africa;Northern Africa;0;0;0;70.36119436;;3.326956148;41.836
1985;50.204985;EGY;818;Africa;Northern Africa;0;0;0;73.13626697;;4.080073087;45.067
1986;51.607703;EGY;818;Africa;Northern Africa;0;0;0;74.8008169;;4.700773861;41.135
1987;53.066229;EGY;818;Africa;Northern Africa;0;0;0;78.60433281;;5.19733448;46.249
1988;54.547296;EGY;818;Africa;Northern Africa;0;0;0;81.0170579;;5.72699914;44.234
1989;56.006573;EGY;818;Africa;Northern Africa;0;0;0;85.52716656;;6.405631986;44.521
1990;57.412215;EGY;818;Africa;Northern Africa;0;0;0;87.93447502;;6.678740327;45.499
1991;58.75239;EGY;818;Africa;Northern Africa;0;0;0;88.56283628;;7.514617369;45.418
1992;60.035536;EGY;818;Africa;Northern Africa;0;0;0;87.96409959;;8.127042132;45.985
1993;61.275601;EGY;818;Africa;Northern Africa;0;0;0;87.48227031;;9.343615649;47.527
1994;62.495745;EGY;818;Africa;Northern Africa;0;0;0;88.35917383;;10.01397248;46.497
1995;63.714386;EGY;818;Africa;Northern Africa;0;0;0;93.49594142;;10.3450129;46.588
1996;64.933456;EGY;818;Africa;Northern Africa;0;0;0;99.45525345;;11.00709372;45.08
1997;66.151117;EGY;818;Africa;Northern Africa;0;0;0;103.9124108;;11.25537403;43.792
1998;67.378056;EGY;818;Africa;Northern Africa;0;0;0;108.0670733;;11.58641445;42.962
1999;68.626664;EGY;818;Africa;Northern Africa;0;0;0;113.607267;;13.90369733;41.361
2000;69.905988;EGY;818;Africa;Northern Africa;0;0;0;118.6799444;;17.37962167;38.91706347
2001;71.22694;EGY;818;Africa;Northern Africa;0;0;0;126.33761;;20.855546;37.60009281
2002;72.590118;EGY;818;Africa;Northern Africa;0;0;0;121.9013085;;22.59350817;37.24056647
2003;73.981942;EGY;818;Africa;Northern Africa;0;0;0;131.2931907;;24.91079106;37.07247904
2004;75.381899;EGY;818;Africa;Northern Africa;0;0;0;136.6043911;;27.31083405;34.84065677
2005;76.778149;EGY;818;Africa;Northern Africa;0;0;0;147.1256332;;35.17304385;33.16728144
2006;78.159048;EGY;818;Africa;Northern Africa;0;0;0;151.2741258;;45.26977644;33.16169662
2007;79.537253;EGY;818;Africa;Northern Africa;0;0;0;160.169046;;46.08910146;33.81
2008;80.953881;EGY;818;Africa;Northern Africa;0;0;0;170.4557548;;48.80363285;34.65437126
2009;82.465022;EGY;818;Africa;Northern Africa;0;0;0;177.1577955;;51.88230868;35.26
2010;84.107606;EGY;818;Africa;Northern Africa;0;0;0;188.7708313;;50.74849527;35.03
2011;85.897561;EGY;818;Africa;Northern Africa;0;0;0;189.5290533;;50.85406778;34.59899139
2012;87.813257;EGY;818;Africa;Northern Africa;0;0;0;200.4328831;;50.3853667;34.72608716
2013;89.807433;EGY;818;Africa;Northern Africa;0;0;0;198.9523222;;46.40140747;34.36105295
2014;91.812566;EGY;818;Africa;Northern Africa;0;0;0;203.5364635;;40.37923366;35.14019729
2015;93.778172;EGY;818;Africa;Northern Africa;0;0;0;208.7744748;;36.62134566;35.431
2016;95.688681;EGY;818;Africa;Northern Africa;0;0;0;218.313574;;34.61027515;33.835
2017;97.553151;EGY;818;Africa;Northern Africa;0;0;0;221.2696403;;41.97132303;32.178
2018;99.375741;EGY;818;Africa;Northern Africa;0;0;0;224.2060966;;50.35109766;32.7019331
1965;0.277396;GNQ;226;Africa;Middle Africa;1;0;0;;;;
1966;0.284868;GNQ;226;Africa;Middle Africa;1;0;0;;;;
1967;0.29344;GNQ;226;Africa;Middle Africa;1;0;0;;;;
1968;0.301353;GNQ;226;Africa;Middle Africa;1;0;0;;;;
1969;0.306233;GNQ;226;Africa;Middle Africa;1;0;0;;;;
1970;0.306515;GNQ;226;Africa;Middle Africa;1;0;0;;;;
1971;0.301666;GNQ;226;Africa;Middle Africa;1;0;0;;;;
1972;0.292585;GNQ;226;Africa;Middle Africa;1;0;0;;;;
1973;0.281021;GNQ;226;Africa;Middle Africa;1;0;0;;;;
1974;0.269426;GNQ;226;Africa;Middle Africa;1;0;0;;;;
1975;0.259747;GNQ;226;Africa;Middle Africa;1;0;0;;;;
1976;0.252194;GNQ;226;Africa;Middle Africa;1;0;0;;;;
1977;0.246677;GNQ;226;Africa;Middle Africa;1;0;0;;;;
1978;0.244485;GNQ;226;Africa;Middle Africa;1;0;0;;;;
1979;0.247078;GNQ;226;Africa;Middle Africa;1;0;0;;;;
1980;0.255325;GNQ;226;Africa;Middle Africa;1;0;0;;;;
1981;0.270063;GNQ;226;Africa;Middle Africa;1;0;0;;;;
1982;0.290617;GNQ;226;Africa;Middle Africa;1;0;0;;;;
1983;0.314475;GNQ;226;Africa;Middle Africa;1;0;0;;;;
1984;0.338086;GNQ;226;Africa;Middle Africa;1;0;0;;;;
1985;0.358896;GNQ;226;Africa;Middle Africa;1;0;0;;;;
1986;0.376024;GNQ;226;Africa;Middle Africa;1;0;0;;;;
1987;0.390173;GNQ;226;Africa;Middle Africa;1;0;0;;;;
1988;0.402326;GNQ;226;Africa;Middle Africa;1;0;0;;;;
1989;0.414138;GNQ;226;Africa;Middle Africa;1;0;0;;;;
1990;0.426846;GNQ;226;Africa;Middle Africa;1;0;0;;;;
1991;0.440624;GNQ;226;Africa;Middle Africa;1;0;0;;;;
1992;0.455148;GNQ;226;Africa;Middle Africa;1;0;0;;;;0.099321574
1993;0.47061;GNQ;226;Africa;Middle Africa;1;0;0;;;;0.247625509
1994;0.48714;GNQ;226;Africa;Middle Africa;1;0;0;;;;0.247625509
1995;0.504871;GNQ;226;Africa;Middle Africa;1;0;0;;;;0.346675712
1996;0.523999;GNQ;226;Africa;Middle Africa;1;0;0;;;;0.844233379
1997;0.544636;GNQ;226;Africa;Middle Africa;1;0;0;;;;2.971506106
1998;0.566673;GNQ;226;Africa;Middle Africa;1;0;0;;;;4.110583446
1999;0.589938;GNQ;226;Africa;Middle Africa;1;0;0;;;;4.952510176
2000;0.614323;GNQ;226;Africa;Middle Africa;1;0;0;;;;5.696991297
2001;0.639762;GNQ;226;Africa;Middle Africa;1;0;0;;;;9.355035559
2002;0.666407;GNQ;226;Africa;Middle Africa;1;0;0;;;;11.10182005
2003;0.694611;GNQ;226;Africa;Middle Africa;1;0;0;;;;12.72218746
2004;0.724817;GNQ;226;Africa;Middle Africa;1;0;0;;;;16.56170121
2005;0.757317;GNQ;226;Africa;Middle Africa;1;0;0;;;;17.46852349
2006;0.792217;GNQ;226;Africa;Middle Africa;1;0;0;;;;17.24587573
2007;0.829327;GNQ;226;Africa;Middle Africa;1;0;0;;;;17.7297646
2008;0.868418;GNQ;226;Africa;Middle Africa;1;0;0;;;;17.58065575
2009;0.909111;GNQ;226;Africa;Middle Africa;1;0;0;;;;15.64145474
2010;0.951104;GNQ;226;Africa;Middle Africa;1;0;0;;;;14.4551488
2011;0.99429;GNQ;226;Africa;Middle Africa;1;0;0;;;;14.17405064
2012;1.038593;GNQ;226;Africa;Middle Africa;1;0;0;;;;15.16340577
2013;1.083746;GNQ;226;Africa;Middle Africa;1;0;0;;;;13.23474877
2014;1.129424;GNQ;226;Africa;Middle Africa;1;0;0;;;;13.27924139
2015;1.175389;GNQ;226;Africa;Middle Africa;1;0;0;;;;12.14502618
2016;1.22149;GNQ;226;Africa;Middle Africa;1;0;0;;;;10.41740959
2017;1.267689;GNQ;226;Africa;Middle Africa;1;0;0;;;;8.966226679
2018;1.313894;GNQ;226;Africa;Middle Africa;1;0;0;;;;8.68822156
1965;1.290396;EST;233;Europe;Europe;0;1;1;;;;
1966;1.304987;EST;233;Europe;Europe;0;1;1;;;;
1967;1.319245;EST;233;Europe;Europe;0;1;1;;;;
1968;1.333176;EST;233;Europe;Europe;0;1;1;;;;
1969;1.346818;EST;233;Europe;Europe;0;1;1;;;;
1970;1.360202;EST;233;Europe;Europe;0;1;1;;;;
1971;1.373306;EST;233;Europe;Europe;0;1;1;;;;
1972;1.386068;EST;233;Europe;Europe;0;1;1;;;;
1973;1.398471;EST;233;Europe;Europe;0;1;1;;;;
1974;1.410467;EST;233;Europe;Europe;0;1;1;;;;
1975;1.422042;EST;233;Europe;Europe;0;1;1;;;;
1976;1.433178;EST;233;Europe;Europe;0;1;1;;;;
1977;1.443889;EST;233;Europe;Europe;0;1;1;;;;
1978;1.454273;EST;233;Europe;Europe;0;1;1;;;;
1979;1.464416;EST;233;Europe;Europe;0;1;1;;;;
1980;1.474436;EST;233;Europe;Europe;0;1;1;;;;
1981;1.483873;EST;233;Europe;Europe;0;1;1;;;;
1982;1.492641;EST;233;Europe;Europe;0;1;1;;;;
1983;1.50142;EST;233;Europe;Europe;0;1;1;;;;
1984;1.511199;EST;233;Europe;Europe;0;1;1;;;;
1985;1.522397;EST;233;Europe;Europe;0;1;1;38.46051;;;
1986;1.536033;EST;233;Europe;Europe;0;1;1;38.48119903;;;
1987;1.551208;EST;233;Europe;Europe;0;1;1;38.96029291;;;
1988;1.564192;EST;233;Europe;Europe;0;1;1;37.9704986;;;
1989;1.569971;EST;233;Europe;Europe;0;1;1;39.18628973;;;
1990;1.565242;EST;233;Europe;Europe;0;1;1;38.30628237;;;
1991;1.548215;EST;233;Europe;Europe;0;1;1;34.39531434;;;
1992;1.52081;EST;233;Europe;Europe;0;1;1;26.18854174;;;
1993;1.488059;EST;233;Europe;Europe;0;1;1;20.67979136;;;
1994;1.457093;EST;233;Europe;Europe;0;1;1;20.56749907;;;
1995;1.433024;EST;233;Europe;Europe;0;1;1;19.25553892;;;
1996;1.417736;EST;233;Europe;Europe;0;1;1;20.21067453;;;
1997;1.409674;EST;233;Europe;Europe;0;1;1;19.99898776;;;
1998;1.40635;EST;233;Europe;Europe;0;1;1;18.5378922;;;
1999;1.403789;EST;233;Europe;Europe;0;1;1;16.89220885;;;
2000;1.399112;EST;233;Europe;Europe;0;1;1;17.44130154;;;
2001;1.391729;EST;233;Europe;Europe;0;1;1;17.83048195;;;
2002;1.382732;EST;233;Europe;Europe;0;1;1;17.78120734;;;
2003;1.372909;EST;233;Europe;Europe;0;1;1;19.63233822;;;
2004;1.363565;EST;233;Europe;Europe;0;1;1;20.22246034;;;
2005;1.355648;EST;233;Europe;Europe;0;1;1;19.61919087;;;
2006;1.349297;EST;233;Europe;Europe;0;1;1;19.07799822;;;
2007;1.344072;EST;233;Europe;Europe;0;1;1;22.08452093;;;
2008;1.339712;EST;233;Europe;Europe;0;1;1;21.04155394;;;
2009;1.33583;EST;233;Europe;Europe;0;1;1;18.83642265;;;
2010;1.332102;EST;233;Europe;Europe;0;1;1;23.02210868;;;
2011;1.328449;EST;233;Europe;Europe;0;1;1;23.91105274;;;
2012;1.324934;EST;233;Europe;Europe;0;1;1;23.53237927;;;
2013;1.32156;EST;233;Europe;Europe;0;1;1;24.60126008;;;
